 sex row_number liters_drunk age drink check_number label
4927 Ж 1.0 3 61 "Strong beer" 1046 1
4928 Ж 82.0 1 18 Water 6635 0
4929 Ж 24.0 1 12 Cola 3915 1
4930 - 69.0 4 39 Beerbeer 4202 1
4931 "Не указан" 12.0 5 43 Water 4781 1
4932 Ж 15.0 4 40 Bugbeer 557 1
4933 ж 19.0 1 31 Water 1259 1
4934 - 11.0 5 10 Cola 3680 1
4935 м 56.0 -6 34 Fanta 8616 0
4936 Ж 94.0 0 39 Bugbeer 1700 1
4937 "Не указан" 17.0 4 11 Fanta 7929 0
4938 "Не указан"  5 71 Fanta 759 0
4939 м 85.0 5 33 Water 7129 1
4940 м 2.0 1 44 "Strong beer" 4833 1
4941 - 30.0 0 48 "Strong beer" 1024 1
4942 "Не указан" 86.0 1 26 Cola 903 1
4943 ж 41.0 2 27 Bugbeer 5769 0
4944 Ж 69.0 2 72 Cola 6853 1
4945 м 16.0 4 42 Fanta 577 1
4946 м 11.0 2 68 Beerbeer 4564 0
4947 Ж 1.0 5 70 "Strong beer" 5729 0
4948 ж 39.0 5 65 Cola 18 0
4949 "Не указан" 59.0 1 35 Cola 30 1
4950 Ж 59.0 2 30 "Strong beer" 8843 1
4951 - 28.0 4 63 "Strong beer" 8704 1
4952 Ж 94.0 -3 42 Fanta 5010 0
4953 - 61.0 5 42 Bugbeer 4932 1
4954 "Не указан" 50.0 2 23 Bugbeer 2439 1
4955 м 76.0 4 73 Bugbeer 5191 0
4956 M 64.0 59541070 50 Fanta 3504 0
4957 Ж 51.0 0 46 Beerbeer 9725 0
4958 "Не указан" 51.0 0 74 "Strong beer" 8147 0
4959 - 20.0 3 13 Water 120 1
4960 м 68.0 4 64 "Strong beer" 6758 0
4961 м 4.0 53690304 79 "Strong beer" 6049 0
4962 Ж 44.0 1 71 Fanta 6209 1
4963 - 59.0 1189788 49 Bugbeer 8791 1
4964 - 7.0 2 13 Fanta 2319 1
4965 M 47.0 23437780 43 Beerbeer 3725 1
4966 - 46.0 96345893 54 Beerbeer 9396 0
4967 ж 99.0 4 14 Water 5893 1
4968 "Не указан" 100.0 3 80 Cola 1972 0
4969 Ж 34.0 3 74 Bugbeer 6173 1
4970 Ж 74.0 1 44 "Strong beer" 7609 0
4971 - 99.0 0 57 Cola 2425 1
4972 Ж 10.0 1 48 Bugbeer 612 0
4973 "Не указан" 39.0 -1 44 Bugbeer 857 1
4974 M 35.0 2 28 Water 7120 1
4975 м 44.0 1 24 "Strong beer" 4876 1
4976 Ж 70.0 59534590 63 Beerbeer 5411 0
4977 Ж 78.0 4 66 Fanta 6493 0
4978 ж 32.0 3 22 Water 8955 0
4979 Ж 32.0 2 17 Fanta 2990 0
4980 Ж 42.0 2 55 "Strong beer" 2131 0
4981 M 46.0 4 56 "Strong beer" 53 1
4982 ж 42.0 1 77 Beerbeer 7947 0
4983 - 70.0 3 77 Fanta 1333 0
4984 Ж 69.0 0 78 "Strong beer" 9512 0
4985 м 49.0 4 16 Cola 2153 1
4986 Ж 78.0 -6 62 Beerbeer 6509 0
4987 м 34.0 0 72 Fanta 1990 0
4988 ж 10.0 5 33 Cola 8193 1
4989 "Не указан" 64.0 3 55 Water 1500 0
4990 M 38.0 3 31 Fanta 2650 1
4991 Ж 48.0 3 34 Cola 8578 1
4992 ж 25.0 5 30 Cola 4647 1
4993 M 2.0 0 25 Cola 674 1
4994 M 52.0 5 65 Bugbeer 7945 1
4995 Ж 72.0 5 25 Cola 5698 1
4996 Ж 58.0 5 69 Bugbeer 1758 0
4997 м 76.0 5 78 Water 7177 1
4998 "Не указан" 94.0 4 57 Cola 4783 0
4999 ж 80.0 4 10 Fanta 3006 0
5000 м 1.0 23154799 66 "Strong beer" 4514 1
5001 - 33.0 313164 73 Water 2133 1
5002 ж  5 46 "Strong beer" 7072 1
5003 M 67.0 0 62 Bugbeer 9813 1
5004 м 100.0 4 53 Bugbeer 6947 1
5005 - 49.0 65129705 58 Beerbeer 3729 0
5006 ж 60.0 3 57 "Strong beer" 9244 1
5007 "Не указан" 24.0 1 46 Cola 6797 1
5008 ж 24.0 0 48 Fanta 5152 1
5009 - 91.0 2 77 Bugbeer 988 0
5010 Ж 68.0 3 14 Fanta 6399 1
5011 м 44.0 3 13 Cola 5062 0
5012 Ж 95.0 3 10 Water 182 0
5013 - 98.0 2 67 Bugbeer 5468 0
5014 "Не указан" 29.0 4 75 Water 4636 0
5015 м 85.0 1 62 "Strong beer" 449 0
5016 ж 43.0 4 39 Water 1153 0
5017 м 99.0 0 49 "Strong beer" 3271 0
5018 ж 94.0 5 58 Water 6772 1
5019 "Не указан" 92.0 0 10 Fanta 7208 1
5020 - 25.0 0 11 Fanta 294 1
5021 Ж 2.0 0 76 Bugbeer 4664 1
5022 ж 89.0 3 26 "Strong beer" 1505 1
5023 Ж 68.0 4 17 Fanta 635 1
5024 Ж 93.0 0 59 Fanta 2557 1
5025 Ж 51.0 0 16 Fanta 5854 0
5026 "Не указан" 91.0 1 71 Water 7068 0
5027 M 5.0 2 63 Beerbeer 7447 1
5028 Ж 72.0 4 79 Bugbeer 2373 1
5029 "Не указан" 98.0 4 53 Beerbeer 245 0
5030 Ж 97.0 3 66 Bugbeer 9210 1
5031 "Не указан" 83.0 5 33 Fanta 8211 0
5032 Ж 9.0 0 33 Bugbeer 555 1
5033 Ж 59.0 3 55 Water 2051 0
5034 - 65.0 3 61 "Strong beer" 3890 1
5035 "Не указан" 27.0 4 37 Water 131 1
5036 "Не указан" 62.0 2 48 Bugbeer 5827 1
5037 "Не указан" 34.0 3 13 Water 5045 1
5038 Ж 52.0 81089008 69 Cola 6300 1
5039 "Не указан" 28.0 1 22 "Strong beer" 7240 0
5040 м 3.0 3 47 Cola 3968 1
5041 - 71.0 0 60 "Strong beer" 3743 0
5042 ж 31.0 4 13 Fanta 4902 1
5043 Ж 54.0 0 63 "Strong beer" 4360 0
5044 - 8.0 5 52 Fanta 4231 1
5045 Ж 3.0 5 38 Beerbeer 5389 1
5046 - 75.0 2 48 Cola 2925 1
5047 - 95.0 0 18 Cola 8312 1
5048 "Не указан" 20.0 3 56 "Strong beer" 194 1
5049 M 64.0 2 46 Beerbeer 1783 0
5050 "Не указан" 32.0 5 21 Bugbeer 6344 1
5051 ж 72.0 0 55 Fanta 8720 1
5052 м 63.0 0 33 Fanta 1027 1
5053 ж 34.0 5 65 Water 8579 1
5054 - 85.0 1 52 Beerbeer 3382 1
5055 "Не указан" 49.0 2 39 Cola 690 1
5056 м 50.0 0 30 Fanta 5140 0
5057 м 6.0 5 43 Beerbeer 6882 1
5058 м 36.0 2 37 Water 503 1
5059 м 16.0 4 38 Bugbeer 1082 1
5060 M 34.0 5 43 Water 610 0
5061 -  0 65 Fanta 7020 0
5062 м 9.0 0 76 Fanta 3314 1
5063 м 47.0 57393188 23 Beerbeer 9073 1
5064 M 82.0 5 56 Bugbeer 6401 0
5065 M 73.0 3 19 Fanta 1609 1
5066 "Не указан" 68.0 36943248 73 Cola 3970 1
5067 м 68.0 1 50 Water 2060 1
5068 "Не указан" 31.0 2 37 Fanta 9954 0
5069 M 61.0 4 43 Beerbeer 1706 1
5070 м 67.0 4 11 Water 3825 1
5071 "Не указан"  2 49 Beerbeer 107 0
5072 ж 88.0 3 27 "Strong beer" 1813 0
5073 M 28.0 3 26 Fanta 8570 1
5074 Ж 93.0 -1 20 Cola 4118 1
5075 M 87.0 4 65 "Strong beer" 3496 0
5076 - 51.0 1 68 "Strong beer" 1512 1
5077 ж 50.0 1 30 Cola 5905 1
5078 M  1 46 Fanta 2696 0
5079 м 7.0 4 38 Bugbeer 677 1
5080 "Не указан" 69.0 5 60 Cola 9088 1
5081 ж 45.0 4 51 Bugbeer 2486 0
5082 - 12.0 4 53 Cola 8686 1
5083 M 38.0 5 23 Fanta 9730 0
5084 M 64.0 1 42 Fanta 1537 0
5085 ж 99.0 1 50 Fanta 6516 1
5086 м 76.0 1 23 "Strong beer" 5757 0
5087 Ж 37.0 4 37 "Strong beer" 8997 1
5088 ж 41.0 2 79 Cola 1470 0
5089 ж 59.0 4 74 Cola 6679 0
5090 ж 36.0 0 12 Cola 3098 0
5091 Ж 56.0 4 10 Water 1406 1
5092 ж 29.0 1 50 Bugbeer 8794 1
5093 - 97.0 5 77 Beerbeer 785 0
5094 - 98.0 5 80 "Strong beer" 6058 1
5095 Ж 61.0 3 45 Cola 6645 0
5096 м 80.0 2 43 Beerbeer 8411 0
5097 м 21.0 1 62 Fanta 803 1
5098 м 75.0 3 38 Fanta 9235 1
5099 ж 20.0 2 52 Fanta 4416 0
5100 - 57.0 0 21 Bugbeer 3591 0
5101 - 49.0 -6 13 Fanta 5885 0
5102 "Не указан" 91.0 3 70 "Strong beer" 7326 0
5103 м 53.0 0 25 Fanta 9294 0
5104 м 19.0 3 71 Cola 7713 1
5105 ж 67.0 3 36 "Strong beer" 174 0
5106 - 27.0 5 62 Beerbeer 8337 0
5107 Ж 81.0 -1 68 Fanta 9130 1
5108 ж 66.0 0 45 Bugbeer 9266 1
5109 Ж 68.0 46971805 45 "Strong beer" 5470 1
5110 M 70.0 2 76 Water 5770 1
5111 Ж 13.0 5 39 Fanta 7772 1
5112 м 10.0 1 72 Cola 6061 1
5113 ж 49.0 1 72 Bugbeer 5956 0
5114 Ж 96.0 1 53 "Strong beer" 5778 0
5115 "Не указан" 72.0 1 35 Beerbeer 4818 0
5116 "Не указан" 0.0 0 14 Fanta 636 1
5117 Ж 61.0 1 24 Bugbeer 4101 0
5118 M 33.0 0 35 Fanta 5653 1
5119 ж 32.0 2 63 "Strong beer" 9230 1
5120 - 38.0 -6 71 Bugbeer 6041 0
5121 ж 17.0 1 73 Beerbeer 944 0
5122 Ж 67.0 1 56 "Strong beer" 4655 1
5123 Ж 8.0 2 17 Water 9842 1
5124 ж 44.0 4 30 Beerbeer 4624 1
5125 M 75.0 0 13 Fanta 5153 1
5126 ж 54.0 3 47 Beerbeer 6558 0
5127 Ж 1.0 0 56 Cola 9885 0
5128 м 99.0 3 41 "Strong beer" 4289 0
5129 ж  0 46 Water 4235 0
5130 ж 6.0 4 28 Fanta 4313 1
5131 ж 12.0 3 10 Water 9479 0
5132 - 61.0 1 24 Fanta 1173 0
5133 м 75.0 3 59 Fanta 5224 1
5134 - 25.0 4 31 "Strong beer" 7353 1
5135 - 15.0 1 43 Beerbeer 4239 0
5136 Ж 16.0 1 28 Water 3965 1
5137 ж 25.0 1 36 Bugbeer 6697 0
5138 "Не указан" 30.0 5 65 Water 2675 1
5139 M 9.0 3 64 Bugbeer 6449 0
5140 Ж 0.0 5 18 Water 2474 1
5141 ж 60.0 5 59 Fanta 9305 1
5142 M 11.0 1 59 Cola 3899 1
5143 ж 35.0 4 27 Water 5955 1
5144 - 34.0 4 56 Water 42 0
5145 - 77.0 0 31 Cola 7011 0
5146 - 61.0 3 61 Beerbeer 9932 0
5147 - 94.0 5 23 Cola 4297 1
5148 м  -3 53 Water 5628 1
5149 Ж 95.0 0 26 "Strong beer" 7688 0
5150 ж 41.0 3 25 Water 9175 0
5151 M 8.0 2 37 Cola 675 1
5152 Ж 2.0 4 67 "Strong beer" 2320 1
5153 ж 91.0 0 14 Fanta 979 0
5154 - 84.0 0 31 Fanta 3511 0
5155 "Не указан"  2 54 Fanta 7397 1
5156 - 31.0 0 77 Fanta 3973 1
5157 M 15.0 -5 39 Cola 2996 0
5158 ж 13.0 4 22 Water 9057 1
5159 M 64.0 5 37 Bugbeer 1954 1
5160 - 98.0 4 32 Fanta 2093 1
5161 - 19.0 1 74 Fanta 1146 0
5162 - 74.0 0 66 Beerbeer 239 0
5163 M 83.0 1 35 "Strong beer" 8085 0
5164 Ж 37.0 2 46 Water 9322 1
5165 ж 20.0 4 37 "Strong beer" 893 1
5166 ж 44.0 2 16 Water 8210 0
5167 Ж 25.0 2 17 Fanta 4439 0
5168 M 83.0 5 32 Water 5300 1
5169 "Не указан" 78.0 4 54 Water 7969 1
5170 "Не указан" 77.0 5 57 Fanta 1969 1
5171 "Не указан" 59.0 5 15 Cola 9065 1
5172 м 6.0 2 21 Beerbeer 2916 1
5173 "Не указан" 83.0 5 65 Bugbeer 947 0
5174 "Не указан" 97.0 4 51 Bugbeer 1657 1
5175 - 8.0 5 49 Bugbeer 4447 1
5176 ж 41.0 0 30 Bugbeer 5526 1
5177 м 13.0 3 15 Water 939 1
5178 M 88.0 5 20 Water 9218 1
5179 "Не указан" 46.0 3 77 Bugbeer 5146 0
5180 ж 85.0 1 71 Beerbeer 1174 1
5181 - 63.0 4 73 Cola 8093 1
5182 м 54.0 1 46 Beerbeer 8180 0
5183 м 99.0 3 56 "Strong beer" 258 1
5184 ж 76.0 4 73 Water 4275 0
5185 M 2.0 3 73 Beerbeer 3796 0
5186 M 21.0 5 46 Beerbeer 8774 1
5187 м 60.0 2 29 Beerbeer 1362 1
5188 Ж 79.0 1 72 Water 4993 1
5189 Ж 43.0 5 24 "Strong beer" 8112 1
5190 ж 30.0 3 52 Water 685 1
5191 M 75.0 5 80 "Strong beer" 9908 1
5192 "Не указан"  4 62 Water 4187 0
5193 ж 49.0 4 14 Cola 1159 0
5194 M 9.0 0 54 "Strong beer" 5185 0
5195 ж 43.0 44480984 76 Water 6139 1
5196 - 14.0 5 78 Cola 1066 1
5197 м 83.0 2 28 "Strong beer" 4768 1
5198 M 20.0 0 37 Cola 3227 1
5199 M 65.0 3 29 "Strong beer" 5104 1
5200 - 49.0 5 15 Cola 1696 1
5201 M 39.0 4 20 Water 9208 0
5202 ж 27.0 5 57 "Strong beer" 9829 1
5203 Ж 19.0 4 35 Cola 3287 1
5204 Ж 84.0 5 47 Fanta 4855 0
5205 ж  4 39 Water 3658 1
5206 - 59.0 5 70 Cola 8234 0
5207 M 2.0 2 68 Water 8321 1
5208 м  5 28 Water 9649 1
5209 ж 46.0 1 50 Fanta 5226 0
5210 - 49.0 1 61 "Strong beer" 9226 1
5211 ж 25.0 3 73 Beerbeer 7546 0
5212 M 72.0 0 23 Cola 4577 1
5213 - 7.0 1 29 Water 1646 1
5214 "Не указан" 53.0 2 66 Beerbeer 56 1
5215 м 93.0 3 21 Bugbeer 2437 1
5216 M 16.0 1 37 Fanta 1810 1
5217 ж 21.0 3 61 Fanta 6433 0
5218 Ж 28.0 5 14 Water 32 1
5219 - 13.0 2 70 Bugbeer 1595 1
5220 ж 16.0 4 65 Bugbeer 695 1
5221 м 5.0 5 57 "Strong beer" 2099 1
5222 м 36.0 5 79 Bugbeer 1309 1
5223 M 71.0 1 34 Bugbeer 1621 1
5224 "Не указан"  97299190 66 Fanta 6271 0
5225 м 8.0 44791908 32 "Strong beer" 9816 1
5226 м 7.0 3 78 Fanta 2917 0
5227 ж 42.0 5 56 Beerbeer 3315 1
5228 - 69.0 3 73 Fanta 5981 0
5229 м 7.0 3 38 Beerbeer 668 1
5230 Ж 54.0 4 42 "Strong beer" 9940 1
5231 Ж 45.0 3 67 Beerbeer 5539 0
5232 Ж 32.0 1 43 Fanta 5067 0
5233 м 89.0 78681533 60 Bugbeer 3459 0
5234 Ж 9.0 1 47 Fanta 342 1
5235 ж 73.0 4 71 Fanta 4268 1
5236 ж 3.0 2 18 Cola 1315 1
5237 ж 23.0 2 40 Cola 746 0
5238 м 0.0 1 71 Water 3355 0
5239 м 23.0 2 80 Cola 4935 0
5240 м 89.0 5 31 Cola 5270 1
5241 M 18.0 3 71 Fanta 3599 0
5242 "Не указан" 34.0 24908242 62 Water 6392 0
5243 - 99.0 3 52 Water 2754 1
5244 M 42.0 1 45 "Strong beer" 3221 1
5245 M 90.0 0 58 Cola 5960 0
5246 M 25.0 0 12 Cola 2431 1
5247 "Не указан" 69.0 2 58 Beerbeer 1382 1
5248 ж 26.0 1 21 Bugbeer 7261 1
5249 Ж 46.0 2 45 Fanta 6844 0
5250 M 91.0 1 61 Cola 5706 1
5251 ж 24.0 3 66 "Strong beer" 5488 0
5252 - 25.0 4 78 Cola 6301 0
5253 ж 6.0 1 43 Fanta 135 1
5254 - 100.0 3 44 "Strong beer" 2556 1
5255 M 27.0 2 15 Cola 2519 1
5256 Ж 70.0 0 76 "Strong beer" 9145 1
5257 - 58.0 5 61 "Strong beer" 6203 0
5258 M 13.0 12169000 49 Beerbeer 2791 1
5259 Ж 10.0 1 14 Fanta 188 1
5260 Ж 25.0 35025361 33 "Strong beer" 7530 1
5261 Ж 76.0 3 25 "Strong beer" 8246 0
5262 ж 91.0 4 21 Water 7705 1
5263 ж 6.0 0 15 Fanta 8732 1
5264 м 77.0 4 77 "Strong beer" 586 1
5265 - 98.0 4 11 Water 5685 0
5266 ж 85.0 0 50 "Strong beer" 1227 1
5267 Ж 18.0 0 58 Cola 36 0
5268 -  5 25 Fanta 5680 1
5269 Ж 89.0 0 43 Water 6985 1
5270 "Не указан" 8.0 4 59 Cola 7301 0
5271 - 70.0 5 73 Beerbeer 1498 1
5272 м 28.0 3 29 Water 694 1
5273 м 6.0 46326480 16 Fanta 7085 1
5274 м 55.0 0 11 Fanta 4007 0
5275 Ж  0 73 Bugbeer 5965 0
5276 м 72.0 3 40 "Strong beer" 1420 0
5277 м  4 80 Bugbeer 8846 1
5278 - 64.0 -2 43 Bugbeer 8844 1
5279 M 63.0 0 64 Bugbeer 2529 0
5280 "Не указан" 24.0 3 28 Bugbeer 3211 1
5281 ж 63.0 2 74 Water 9762 0
5282 M  4 16 Water 9759 1
5283 - 33.0 3 66 Beerbeer 2568 1
5284 ж 43.0 2 43 Fanta 3199 1
5285 "Не указан" 63.0 0 20 Fanta 5409 1
5286 ж 60.0 2 44 Fanta 6519 1
5287 ж 17.0 1 43 Bugbeer 1004 0
5288 м 85.0 0 65 Beerbeer 4566 1
5289 ж 14.0 0 47 Water 168 0
5290 "Не указан" 0.0 0 32 Beerbeer 8343 1
5291 Ж 56.0 2 73 Beerbeer 8265 0
5292 M  4 66 "Strong beer" 8649 1
5293 м 100.0 3 73 Cola 5234 1
5294 "Не указан" 78.0 0 75 "Strong beer" 6608 0
5295 Ж 16.0 4 47 Beerbeer 9087 1
5296 - 87.0 1 62 Fanta 2338 0
5297 - 81.0 53052320 67 Water 4180 1
5298 - 57.0 0 45 Bugbeer 2897 0
5299 м 75.0 4 17 Water 8129 1
5300 - 49.0 4 38 Fanta 7687 1
5301 ж 43.0 3 12 Cola 4933 1
5302 "Не указан" 76.0 0 64 Cola 5127 1
5303 "Не указан" 23.0 4 73 Fanta 6970 0
5304 "Не указан" 89.0 5 64 Beerbeer 2522 1
5305 "Не указан" 75.0 0 79 Fanta 8839 0
5306 M 32.0 2 42 Beerbeer 2786 0
5307 м 67.0 5 67 Cola 6164 1
5308 ж 43.0 1 69 Fanta 5239 1
5309 Ж 51.0 0 69 "Strong beer" 2081 1
5310 м 78.0 2 68 Bugbeer 1510 0
5311 Ж 87.0 1 54 Beerbeer 2950 1
5312 "Не указан" 76.0 3 78 Water 8584 0
5313 "Не указан" 41.0 3 74 Bugbeer 3561 0
5314 "Не указан"  13422264 77 Fanta 1277 0
5315 м 89.0 1 60 Cola 76 1
5316 M 26.0 2 76 "Strong beer" 387 1
5317 - 29.0 5 38 Bugbeer 3999 1
5318 M 53.0 3 44 Water 9032 1
5319 "Не указан" 39.0 2 23 Water 8573 0
5320 ж 62.0 0 23 Bugbeer 3458 0
5321 "Не указан" 57.0 83865425 49 Fanta 6811 1
5322 "Не указан" 57.0 4 28 Water 5556 0
5323 м 30.0 2 18 Water 7709 1
5324 - 79.0 2 33 Cola 6659 0
5325 ж 62.0 0 27 Fanta 914 1
5326 "Не указан" 77.0 2 69 Bugbeer 9334 0
5327 м 17.0 5 62 Cola 6814 1
5328 ж 21.0 4 47 Beerbeer 5076 1
5329 "Не указан" 97.0 0 54 Bugbeer 5712 1
5330 ж 22.0 0 79 Fanta 8161 0
5331 "Не указан" 68.0 1 46 "Strong beer" 7379 0
5332 "Не указан" 89.0 46381715 13 Water 6177 1
5333 "Не указан" 34.0 -1 59 Beerbeer 7287 1
5334 Ж 100.0 64405131 32 Beerbeer 3077 0
5335 м 30.0 5 70 "Strong beer" 6728 1
5336 м 15.0 5 32 Cola 4000 0
5337 - 70.0 -3 30 Beerbeer 3253 1
5338 м 82.0 3 62 Bugbeer 2460 0
5339 м 59.0 5 43 Fanta 9157 1
5340 м 33.0 1 53 Fanta 3310 0
5341 Ж  0 38 Bugbeer 9947 0
5342 M 74.0 3 77 Fanta 4233 1
5343 "Не указан" 11.0 4 78 Bugbeer 2775 1
5344 м 94.0 2 59 Beerbeer 2896 1
5345 - 41.0 2 21 Beerbeer 5345 1
5346 - 70.0 0 17 Water 6055 1
5347 Ж 38.0 1 58 "Strong beer" 2055 0
5348 Ж 93.0 2 18 Fanta 6176 1
5349 "Не указан" 68.0 40796957 13 Water 7599 1
5350 "Не указан" 34.0 1 28 Cola 8298 1
5351 м 86.0 0 13 Fanta 386 1
5352 "Не указан" 5.0 2 47 Fanta 9399 0
5353 M 0.0 0 36 Bugbeer 4822 0
5354 Ж 6.0 5 40 Beerbeer 9050 1
5355 ж 3.0 4 50 Beerbeer 3050 1
5356 - 75.0 0 75 Fanta 6294 0
5357 м 97.0 1 56 "Strong beer" 5351 0
5358 "Не указан" 17.0 3 68 Cola 4717 1
5359 - 1.0 5 27 Bugbeer 6330 1
5360 Ж 69.0 4 59 Fanta 5973 0
5361 - 88.0 66746959 27 "Strong beer" 9163 1
5362 ж 80.0 1 41 Cola 1592 1
5363 ж 49.0 0 45 Bugbeer 659 0
5364 ж 88.0 1 24 Cola 4328 0
5365 "Не указан" 7.0 0 75 "Strong beer" 5125 0
5366 M 6.0 4 77 Bugbeer 5118 1
5367 м 96.0 -5 21 Water 4685 0
5368 "Не указан" 63.0 96281696 25 Bugbeer 4733 1
5369 ж 7.0 1 43 Fanta 2314 0
5370 ж 87.0 1 45 Cola 3604 0
5371 "Не указан" 3.0 3 46 "Strong beer" 7373 1
5372 "Не указан" 68.0 2 61 Beerbeer 4995 1
5373 - 55.0 1 25 Fanta 1193 1
5374 м 30.0 32239576 75 Bugbeer 776 1
5375 Ж 79.0 0 71 "Strong beer" 4126 1
5376 M 49.0 5 47 Water 306 1
5377 Ж 13.0 4 17 Cola 3967 0
5378 Ж 1.0 0 10 Cola 2803 1
5379 "Не указан" 6.0 1 71 Beerbeer 7673 1
5380 "Не указан" 40.0 3 40 Water 9809 1
5381 M 70.0 0 74 Bugbeer 9183 1
5382 м 53.0 4 32 Fanta 5129 1
5383 ж 9.0 5 43 Water 7865 1
5384 - 60.0 2 29 Cola 3193 0
5385 "Не указан" 100.0 5 65 Fanta 4324 1
5386 м 64.0 2 57 "Strong beer" 4983 1
5387 - 45.0 5 13 Water 6019 1
5388 ж 81.0 3 10 Cola 9775 0
5389 Ж 43.0 3 17 Fanta 6899 1
5390 "Не указан" 51.0 0 42 Fanta 3277 0
5391 - 42.0 0 36 Water 9461 0
5392 "Не указан"  0 60 Water 6903 1
5393 Ж 35.0 2 68 Cola 9839 1
5394 м 55.0 0 58 Fanta 381 0
5395 Ж 69.0 5 27 "Strong beer" 4859 1
5396 "Не указан" 23.0 5 49 Fanta 7891 0
5397 Ж 55.0 1 76 Water 4930 0
5398 M 26.0 4 10 Cola 8654 1
5399 "Не указан" 0.0 0 52 Cola 7378 0
5400 Ж 0.0 3 55 Water 8262 0
5401 Ж  4 49 Bugbeer 8525 1
5402 "Не указан" 72.0 5 62 "Strong beer" 6225 0
5403 м 58.0 5 42 Beerbeer 3386 1
5404 ж 94.0 3 62 Fanta 602 0
5405 м  1 46 Beerbeer 5172 1
5406 Ж 0.0 89488094 21 "Strong beer" 3186 1
5407 ж 55.0 3 77 Beerbeer 325 1
5408 - 80.0 2 71 Cola 9072 1
5409 м 40.0 0 35 Cola 5572 0
5410 "Не указан" 69.0 1 23 Beerbeer 2625 1
5411 Ж 83.0 92483231 41 "Strong beer" 5135 0
5412 Ж 74.0 5 36 Beerbeer 4527 1
5413 - 76.0 3 25 Water 6822 0
5414 Ж 40.0 66914689 32 Cola 7218 1
5415 Ж 78.0 81616316 64 Cola 6145 1
5416 ж 96.0 5 77 Water 5798 1
5417 ж 54.0 1 70 Bugbeer 8090 1
5418 M 36.0 -5 33 Beerbeer 2466 1
5419 - 29.0 1 30 Fanta 6400 1
5420 - 2.0 1 74 Cola 5747 1
5421 м 93.0 2 21 Fanta 3500 1
5422 ж 58.0 1 59 "Strong beer" 6003 1
5423 M 75.0 1 42 Beerbeer 2938 0
5424 - 91.0 0 71 Cola 5636 1
5425 "Не указан" 84.0 3 11 Fanta 2578 0
5426 - 56.0 5 31 Fanta 2764 1
5427 м 53.0 3 29 Water 4788 1
5428 "Не указан"  2 37 Beerbeer 7491 0
5429 м 57.0 4 11 Fanta 1404 1
5430 м 32.0 -4 41 Water 6706 1
5431 м 58.0 2 63 Bugbeer 3602 1
5432 "Не указан" 46.0 0 76 Water 4081 0
5433 - 34.0 1 34 Bugbeer 5894 0
5434 м 11.0 3 67 Fanta 9234 1
5435 м 98.0 5 27 Water 971 1
5436 - 35.0 1 78 Water 8433 0
5437 M 94.0 0 10 Fanta 8120 1
5438 ж  42496815 57 Beerbeer 7227 1
5439 "Не указан" 68.0 4 77 Water 5480 1
5440 "Не указан" 43.0 0 14 Fanta 9455 1
5441 M 50.0 2 62 Fanta 7302 1
5442 м  3 44 Water 7809 1
5443 "Не указан" 0.0 1 70 Bugbeer 2317 0
5444 "Не указан" 8.0 5 18 Water 9877 1
5445 "Не указан" 81.0 4 80 Bugbeer 3275 1
5446 Ж 44.0 1 69 Water 9612 1
5447 Ж 66.0 2 29 "Strong beer" 8503 0
5448 ж 12.0 0 35 Cola 8250 0
5449 ж 1.0 2 53 Beerbeer 8648 1
5450 - 72.0 1 24 Cola 2279 0
5451 Ж 33.0 0 12 Water 4632 0
5452 - 4.0 2 59 Cola 3103 1
5453 "Не указан" 42.0 4 11 Fanta 9878 0
5454 - 6.0 5 51 Fanta 7861 1
5455 м 84.0 0 47 "Strong beer" 3626 1
5456 - 45.0 4 38 Fanta 7404 0
5457 "Не указан" 9.0 4 45 Bugbeer 287 1
5458 "Не указан" 14.0 5 23 Beerbeer 8078 1
5459 ж 100.0 3 24 "Strong beer" 8331 1
5460 M 77.0 1 41 Cola 105 0
5461 Ж 47.0 1 76 Bugbeer 767 0
5462 M 31.0 2 80 Beerbeer 1583 1
5463 - 76.0 0 63 Cola 7184 0
5464 - 30.0 3 39 Water 5967 1
5465 "Не указан" 69.0 1 29 Water 6982 0
5466 ж 45.0 4 61 "Strong beer" 2553 0
5467 м  5 52 Fanta 942 0
5468 м 34.0 2 74 Cola 3960 1
5469 M 19.0 2 50 Fanta 3871 1
5470 м 13.0 1 26 Beerbeer 1743 0
5471 Ж 15.0 0 46 Bugbeer 5306 1
5472 "Не указан" 79.0 1 37 Bugbeer 2567 0
5473 M 37.0 2 70 Beerbeer 669 1
5474 м 68.0 5 26 Fanta 6919 0
5475 M 16.0 2 64 Cola 1135 0
5476 ж 65.0 4 76 "Strong beer" 1746 0
5477 ж 8.0 5 29 Bugbeer 600 1
5478 M 16.0 1 38 Water 8480 1
5479 - 47.0 -4 22 Fanta 9795 1
5480 Ж 95.0 0 75 "Strong beer" 6291 1
5481 м 91.0 5 56 "Strong beer" 2274 1
5482 м 21.0 22065693 41 Bugbeer 5065 0
5483 "Не указан" 75.0 43289909 29 Beerbeer 9750 0
5484 ж 28.0 0 55 Bugbeer 3818 0
5485 ж 74.0 2 33 "Strong beer" 3339 1
5486 ж 35.0 5 16 Cola 8962 1
5487 "Не указан" 76.0 2 35 Beerbeer 5907 0
5488 ж 75.0 77927159 56 Water 7614 1
5489 Ж 18.0 1 42 Water 1669 1
5490 Ж  0 62 Bugbeer 8022 0
